File_Name	Mol_Formula	Nonhydrogen_Atoms	Point_Group	[W1-F12 all-electron, rel. CCSD(T)/CBS (kcal/mol)]
dsgdb9nsd_000488	C5H5N	6	C1	1195.678734
dsgdb9nsd_000489	C4H4N2	6	C1	1104.331705
dsgdb9nsd_000490	C5H2O	6	C1	954.9783383
dsgdb9nsd_000491	C4HNO	6	C1	857.6490358
dsgdb9nsd_000492	C4H2O2	6	C1	920.4121093
dsgdb9nsd_000493	C4H5NO	6	C1	1120.258574
dsgdb9nsd_000494	C3H4N2O	6	C1	1027.693424
dsgdb9nsd_000495	C5H6O	6	C1	1256.777018
dsgdb9nsd_000496	C4H5NO	6	C1	1166.323419
dsgdb9nsd_000497	C4H5NO	6	C1	1141.944587
dsgdb9nsd_000498	C3H4N2O	6	C1	1050.499064
dsgdb9nsd_000499	C4H4O2	6	C1	1065.377967
dsgdb9nsd_000500	C3H3NO2	6	C1	971.9206807
dsgdb9nsd_000501	C3H5NO2	6	C1	1092.667766
dsgdb9nsd_000502	C4H6O2	6	CI	1228.593947
dsgdb9nsd_000503	C3H5NO2	6	C1	1115.260191
dsgdb9nsd_000504	C3H4O3	6	C1	1037.802181
dsgdb9nsd_000505	C6H6	6	C2	1297.667043
dsgdb9nsd_000507	C5H5N	6	C1	1196.813403
dsgdb9nsd_000508	C5H6O	6	C1	1261.308948
dsgdb9nsd_000509	C3H6N2O	6	C1	1174.479542
dsgdb9nsd_000510	C3H5NO2	6	C1	1102.699628
dsgdb9nsd_000511	C6H6	6	C1	1291.901774
dsgdb9nsd_000512	C5H5N	6	C1	1198.234504
dsgdb9nsd_000513	C5H4O	6	C1	1089.857389
dsgdb9nsd_000514	C4H3NO	6	C1	995.280958
dsgdb9nsd_000515	C5H6O	6	C1	1258.806729
dsgdb9nsd_000516	C4H4O2	6	C1	1057.012017
dsgdb9nsd_000517	C6H10	6	C1	1592.647782
dsgdb9nsd_000518	C5H8O	6	C1	1391.708723
dsgdb9nsd_000519	C4H6O2	6	C1	1190.538383
dsgdb9nsd_000520	C4H9NO	6	C1	1418.574795
dsgdb9nsd_000521	C5H8O	6	C1	1396.155494
dsgdb9nsd_000522	C6H10	6	CS	1593.191833
dsgdb9nsd_000523	C5H8O	6	C1	1382.889698
dsgdb9nsd_000524	C4H9NO	6	C1	1421.804041
dsgdb9nsd_000525	C6H10	6	C1	1588.928734
dsgdb9nsd_000526	C5H9N	6	C1	1500.021544
dsgdb9nsd_000527	C4H8N2	6	C1	1362.565676
dsgdb9nsd_000528	C5H8O	6	C1	1381.063125
dsgdb9nsd_000529	C4H7NO	6	C1	1290.195206
dsgdb9nsd_000530	C5H8O	6	C1	1382.329213
dsgdb9nsd_000531	C4H7NO	6	C1	1292.769463
dsgdb9nsd_000532	C5H8O	6	C1	1391.240237
dsgdb9nsd_000533	C4H7NO	6	C1	1301.917284
dsgdb9nsd_000534	C5H10O	6	C1	1560.852654
dsgdb9nsd_000535	C4H9NO	6	C1	1448.403077
dsgdb9nsd_000536	C4H8O2	6	C1	1373.330325
dsgdb9nsd_000537	C4H8O2	6	C1	1355.147767
dsgdb9nsd_000538	C4H8O2	6	C1	1353.260984
dsgdb9nsd_000539	C4H8O2	6	C1	1363.404675
dsgdb9nsd_000540	C3H7NO2	6	C1	1252.387407
dsgdb9nsd_000541	C3H7NO2	6	C1	1231.470125
dsgdb9nsd_000542	C3H6O3	6	C1	1176.84745
dsgdb9nsd_000543	C6H14	6	C2H	1891.458437
dsgdb9nsd_000544	C5H12O	6	CS	1694.375876
dsgdb9nsd_000545	C5H12O	6	C1	1685.013936
dsgdb9nsd_000546	C5H12O	6	C1	1688.145974
dsgdb9nsd_000547	C4H10O2	6	C1	1492.709615
dsgdb9nsd_000548	C4H10O2	6	C1	1487.178527
dsgdb9nsd_000549	C4H10O2	6	C1	1477.519241
dsgdb9nsd_000550	C4H10O2	6	CI	1497.3443
dsgdb9nsd_000551	C6H8	6	C1	1439.388332
dsgdb9nsd_000552	C5H6O	6	C1	1235.19044
dsgdb9nsd_000553	C5H6O	6	CS	1235.424721
dsgdb9nsd_000554	C5H7N	6	C1	1350.153431
dsgdb9nsd_000555	C4H6N2	6	C1	1215.084779
dsgdb9nsd_000556	C4H5NO	6	C1	1143.888699
dsgdb9nsd_000557	C4H5NO	6	CS	1144.725627
dsgdb9nsd_000558	C5H8O	6	C1	1411.331014
dsgdb9nsd_000559	C4H6O2	6	C1	1208.351551
dsgdb9nsd_000560	C4H6O2	6	C1	1207.212841
dsgdb9nsd_000561	C4H7NO	6	C1	1292.202734
dsgdb9nsd_000562	C4H7NO	6	C1	1282.724937
dsgdb9nsd_000563	C6H12	6	C1	1742.114031
dsgdb9nsd_000564	C5H10O	6	C1	1542.604332
dsgdb9nsd_000565	C5H10O	6	C1	1539.267306
dsgdb9nsd_000566	C5H10O	6	C1	1537.750239
dsgdb9nsd_000567	C4H8O2	6	C1	1333.107663
dsgdb9nsd_000568	C5H10O	6	C1	1544.738825
dsgdb9nsd_000569	C4H8O2	6	C1	1346.293281
dsgdb9nsd_000570	C4H8O2	6	C1	1342.107988
dsgdb9nsd_000571	C6H8	6	C1	1436.450847
dsgdb9nsd_000572	C5H6O	6	C1	1235.306906
dsgdb9nsd_000573	C5H7N	6	C1	1296.804952
dsgdb9nsd_000574	C5H7N	6	C1	1347.396393
dsgdb9nsd_000575	C4H6N2	6	C1	1213.357766
dsgdb9nsd_000576	C4H5NO	6	C1	1145.150043
dsgdb9nsd_000577	C4H6N2	6	C1	1205.789882
dsgdb9nsd_000578	C4H7NO	6	C1	1274.14975
dsgdb9nsd_000579	C5H8O	6	C1	1408.784838
dsgdb9nsd_000580	C4H7NO	6	C1	1275.726481
dsgdb9nsd_000581	C4H6O2	6	C1	1207.754131
dsgdb9nsd_000582	C4H7NO	6	C1	1269.271096
dsgdb9nsd_000583	C4H7NO	6	C1	1294.788475
dsgdb9nsd_000584	C4H6O2	6	C1	1219.429316
dsgdb9nsd_000585	C6H8	6	C1	1441.234145
dsgdb9nsd_000586	C5H7N	6	C1	1308.111299
dsgdb9nsd_000587	C5H6O	6	C1	1238.030617
dsgdb9nsd_000588	C6H12	6	C1	1739.702782
dsgdb9nsd_000589	C5H10O	6	C1	1539.858589
dsgdb9nsd_000590	C5H11N	6	C1	1601.74746
dsgdb9nsd_000591	C5H10O	6	C1	1535.141249
dsgdb9nsd_000592	C5H10O	6	C1	1532.996108
dsgdb9nsd_000593	C4H9NO	6	C1	1400.038391
dsgdb9nsd_000594	C4H8O2	6	C1	1331.458248
dsgdb9nsd_000595	C5H10O	6	C1	1542.642811
dsgdb9nsd_000596	C4H8O2	6	C1	1342.519621
dsgdb9nsd_000598	C6H8	6	C1	1438.885377
dsgdb9nsd_000599	C5H7N	6	C1	1349.769502
dsgdb9nsd_000600	C5H7N	6	C1	1306.064099
dsgdb9nsd_000601	C4H6N2	6	C1	1215.60942
dsgdb9nsd_000602	C5H6O	6	C1	1237.852128
dsgdb9nsd_000603	C4H5NO	6	C1	1146.021754
dsgdb9nsd_000604	C5H7N	6	C1	1297.927905
dsgdb9nsd_000605	C4H6N2	6	C1	1207.431052
dsgdb9nsd_000606	C5H6O	6	C1	1240.863703
dsgdb9nsd_000607	C4H5NO	6	C1	1150.68346
dsgdb9nsd_000608	C5H8O	6	C1	1411.986824
dsgdb9nsd_000609	C4H7NO	6	C1	1284.669225
dsgdb9nsd_000610	C4H7NO	6	C1	1279.975555
dsgdb9nsd_000611	C4H6O2	6	C1	1209.274016
dsgdb9nsd_000612	C4H7NO	6	C1	1269.977766
dsgdb9nsd_000613	C4H6O2	6	C1	1213.99391
dsgdb9nsd_000614	C5H10O	6	C1	1542.290094
dsgdb9nsd_000615	C4H9NO	6	C1	1414.426098
dsgdb9nsd_000616	C4H8O2	6	C1	1346.016412
dsgdb9nsd_000617	C6H12	6	C1	1740.065382
dsgdb9nsd_000618	C5H10O	6	C1	1542.983379
dsgdb9nsd_000619	C5H11N	6	C1	1600.34032
dsgdb9nsd_000620	C5H10O	6	C1	1543.277179
dsgdb9nsd_000621	C5H11N	6	C1	1602.405705
dsgdb9nsd_000622	C4H9NO	6	C1	1401.363546
dsgdb9nsd_000623	C5H10O	6	C1	1533.304246
dsgdb9nsd_000624	C4H8O2	6	C1	1335.164545
dsgdb9nsd_000625	C4H8O2	6	C1	1345.414392
dsgdb9nsd_000626	C5H8O	6	C1	1419.336937
dsgdb9nsd_000627	C4H7NO	6	C1	1286.658267
dsgdb9nsd_000628	C4H6O2	6	C1	1214.506447
dsgdb9nsd_000629	C4H7NO	6	C1	1288.164152
dsgdb9nsd_000630	C4H7NO	6	C1	1308.02464
dsgdb9nsd_000631	C3H6N2O	6	C1	1175.633507
dsgdb9nsd_000632	C3H5NO2	6	C1	1105.355801
dsgdb9nsd_000633	C3H6N2O	6	C1	1174.949604
dsgdb9nsd_000634	C6H12	6	CS	1741.38565
dsgdb9nsd_000635	C5H10O	6	C1	1540.588784
dsgdb9nsd_000636	C5H11N	6	CS	1605.180082
dsgdb9nsd_000637	C5H10O	6	C1	1545.975294
dsgdb9nsd_000638	C4H9NO	6	C1	1414.300797
dsgdb9nsd_000639	C4H8O2	6	C1	1347.298175
dsgdb9nsd_000640	C6H10	6	CS	1588.519736
dsgdb9nsd_000641	C5H8O	6	CS	1387.307315
dsgdb9nsd_000642	C5H8O	6	C2V	1384.915983
dsgdb9nsd_000643	C4H7NO	6	C1	1253.505202
dsgdb9nsd_000644	C5H8O	6	CS	1391.474562
dsgdb9nsd_000645	C4H6O2	6	CS	1185.980963
dsgdb9nsd_000646	C6H8	6	C2	1448.711629
dsgdb9nsd_000647	C5H6O	6	C1	1243.866098
dsgdb9nsd_000648	C6H10	6	C2V	1606.659561
dsgdb9nsd_000649	C5H8O	6	CS	1401.565805
dsgdb9nsd_000650	C5H8O	6	CS	1404.627794
dsgdb9nsd_000651	C6H10	6	C1	1576.990999
dsgdb9nsd_000652	C5H8O	6	C1	1369.325478
dsgdb9nsd_000653	C5H8O	6	C1	1383.474286
dsgdb9nsd_000655	C5H8O	6	C1	1415.905841
dsgdb9nsd_000656	C6H10	6	C1	1621.38404
dsgdb9nsd_000657	C4H7NO	6	C1	1299.538402
dsgdb9nsd_000658	C6H12	6	D3D	1766.07385
dsgdb9nsd_000659	C5H10O	6	C1	1561.823254
dsgdb9nsd_000660	C4H8O2	6	C2H	1356.204624
dsgdb9nsd_000661	C4H8O2	6	CS	1361.806113
dsgdb9nsd_000662	C6H10	6	C2	1589.33856
dsgdb9nsd_000663	C5H8O	6	C1	1389.607514
dsgdb9nsd_000664	C4H6O2	6	C2	1187.528345
dsgdb9nsd_000665	C6H10	6	C1	1588.448557
dsgdb9nsd_000666	C5H8O	6	C1	1383.221833
dsgdb9nsd_000667	C5H8O	6	C1	1392.788002
dsgdb9nsd_000668	C4H6O2	6	C1	1186.981402
dsgdb9nsd_000669	C6H8	6	C1	1466.89607
dsgdb9nsd_000670	C4H5NO	6	C1	1146.407315
dsgdb9nsd_000671	C5H7N	6	C1	1333.892922
dsgdb9nsd_000672	C5H6O	6	C1	1266.338612
dsgdb9nsd_000673	C6H10	6	CS	1611.837895
dsgdb9nsd_000674	C5H8O	6	C1	1405.557989
dsgdb9nsd_000675	C5H8O	6	CS	1408.759235
dsgdb9nsd_000676	C4H6O2	6	CS	1200.848251
dsgdb9nsd_000677	C5H8O	6	CS	1414.533879
dsgdb9nsd_000678	C4H7NO	6	CS	1275.202705
dsgdb9nsd_000679	C4H6O2	6	CS	1207.549324
dsgdb9nsd_000680	C4H5NO	6	C1	1130.031639
dsgdb9nsd_000681	C5H6O	6	C1	1267.18747
dsgdb9nsd_000682	C4H5NO	6	C1	1137.389815
dsgdb9nsd_000683	C4H5NO	6	C1	1130.099573
dsgdb9nsd_000684	C4H4O2	6	C1	1060.539731
dsgdb9nsd_000685	C4H5NO	6	C1	1129.806903
dsgdb9nsd_000686	C4H5NO	6	C1	1145.214482
dsgdb9nsd_000687	C4H4O2	6	C1	1076.338694
dsgdb9nsd_000688	C6H10	6	C1	1589.274812
dsgdb9nsd_000689	C5H8O	6	C1	1389.180883
dsgdb9nsd_000690	C5H8O	6	C1	1386.148951
dsgdb9nsd_000691	C5H8O	6	C1	1394.861958
dsgdb9nsd_000692	C4H7NO	6	C1	1264.160176
dsgdb9nsd_000693	C4H6O2	6	C1	1195.222001
dsgdb9nsd_000695	C6H8	6	D2D	1420.032877
dsgdb9nsd_000696	C5H7N	6	CS	1281.126495
dsgdb9nsd_000697	C5H6O	6	C2V	1213.673052
dsgdb9nsd_000698	C4H6N2	6	C2	1146.967913
dsgdb9nsd_000699	C4H5NO	6	CS	1075.759717
dsgdb9nsd_000700	C4H4O2	6	D2D	1003.920722
dsgdb9nsd_000701	C6H10	6	C2	1587.113186
dsgdb9nsd_000702	C5H8O	6	C1	1387.563489
dsgdb9nsd_000703	C5H9N	6	C1	1447.364291
dsgdb9nsd_000704	C4H8N2	6	C1	1325.541661
dsgdb9nsd_000705	C4H7NO	6	C1	1254.85564
dsgdb9nsd_000706	C4H6O2	6	C2	1186.397805
dsgdb9nsd_000707	C6H8	6	C2V	1419.510607
dsgdb9nsd_000708	C5H7N	6	C1	1287.28237
dsgdb9nsd_000709	C5H6O	6	C1	1220.49066
dsgdb9nsd_000710	C5H7N	6	C1	1284.885723
dsgdb9nsd_000711	C4H6N2	6	C2V	1148.088388
dsgdb9nsd_000713	C4H4O2	6	C2V	1013.552441
dsgdb9nsd_000714	C5H7N	6	C1	1300.941626
dsgdb9nsd_000715	C6H8	6	CS	1435.73649
dsgdb9nsd_000716	C5H7N	6	CS	1308.912992
dsgdb9nsd_000717	C5H7N	6	C1	1294.098384
dsgdb9nsd_000718	C5H6O	6	C1	1228.862773
dsgdb9nsd_000719	C6H6	6	D3	1253.811929
dsgdb9nsd_000720	C5H5N	6	CS	1122.699297
dsgdb9nsd_000721	C4H4N2	6	C2V	1088.524201
dsgdb9nsd_000722	C3H3N3	6	CS	942.3187044
dsgdb9nsd_000723	C2H2N4	6	C2V	806.6435514
dsgdb9nsd_000724	C2H2N4	6	C2V	814.0283781
dsgdb9nsd_000725	C2H2N4	6	C2V	793.5380343
dsgdb9nsd_000726	C4H6N2	6	C1	1238.010907
dsgdb9nsd_000727	C4H5NO	6	C1	1150.803527
dsgdb9nsd_000728	C3H5N3	6	C1	1101.082643
dsgdb9nsd_000729	C3H4N2O	6	C1	1017.009133
dsgdb9nsd_000730	C4H6N2	6	C1	1236.073189
dsgdb9nsd_000731	C3H5N3	6	C1	1101.241177
dsgdb9nsd_000732	C4H5NO	6	C1	1147.223285
dsgdb9nsd_000733	C3H4N2O	6	C1	1015.232955
dsgdb9nsd_000734	C3H5N3	6	C1	1120.191035
dsgdb9nsd_000735	C3H4N2O	6	C1	1033.822974
dsgdb9nsd_000736	C4H6N2	6	C1	1238.332895
dsgdb9nsd_000737	C3H5N3	6	CS	1120.103886
dsgdb9nsd_000738	C3H5N3	6	C1	1105.191217
dsgdb9nsd_000739	C2H4N4	6	C1	971.8521504
dsgdb9nsd_000740	C4H5NO	6	C1	1149.920565
dsgdb9nsd_000741	C3H4N2O	6	C1	1032.926163
dsgdb9nsd_000742	C3H4N2O	6	C1	1005.2545
dsgdb9nsd_000743	C2H3N3O	6	C1	874.307838
dsgdb9nsd_000744	C4H6N2	6	C1	1232.374234
dsgdb9nsd_000745	C3H5N3	6	C1	1095.89558
dsgdb9nsd_000746	C3H5N3	6	C1	1113.155988
dsgdb9nsd_000747	C3H5N3	6	C1	1104.611148
dsgdb9nsd_000748	C2H4N4	6	C1	962.7928271
dsgdb9nsd_000749	C3H5N3	6	C1	1100.647609
dsgdb9nsd_000750	C2H4N4	6	C1	966.6246323
dsgdb9nsd_000751	CH3N5	6	C1	820.2517663
dsgdb9nsd_000752	C2H3N3O	6	C1	898.9536878
dsgdb9nsd_000753	CH3N5	6	C1	832.778682
dsgdb9nsd_000754	C2H2N2O2	6	C1	822.9892765
dsgdb9nsd_000755	CHN3O2	6	C1	665.357039
dsgdb9nsd_000756	C3H5N3	6	C1	1109.92375
dsgdb9nsd_000757	C3H4N2O	6	C1	1025.094581
dsgdb9nsd_000758	C2H4N4	6	C1	972.0757634
dsgdb9nsd_000760	C3H5N3	6	C1	1106.389942
dsgdb9nsd_000761	C2H4N4	6	C1	974.1521672
dsgdb9nsd_000762	C3H4N2O	6	C1	1017.170767
dsgdb9nsd_000763	C2H3N3O	6	C1	886.7515773
dsgdb9nsd_000764	C2H4N4	6	C1	995.1583427
dsgdb9nsd_000765	C2H3N3O	6	C1	911.4643949
dsgdb9nsd_000767	C2H4N4	6	C1	996.0720655
dsgdb9nsd_000768	C2H4N4	6	C1	978.5999859
dsgdb9nsd_000769	CH3N5	6	C1	847.040241
dsgdb9nsd_000770	C3H4N2O	6	C1	1024.42575
dsgdb9nsd_000771	C2H3N3O	6	C1	908.953196
dsgdb9nsd_000772	C2H3N3O	6	C1	878.8686963
dsgdb9nsd_000773	CH2N4O	6	C1	749.001928
dsgdb9nsd_000774	C2H3N3O	6	C1	933.123381
dsgdb9nsd_000775	C2H2N2O2	6	CS	847.1706626
dsgdb9nsd_000776	CH2N4O	6	CS	783.2632502
dsgdb9nsd_000777	CHN3O2	6	C1	698.9972146
dsgdb9nsd_000778	C2HNO3	6	CS	771.3147038
dsgdb9nsd_000780	C3H4N2O	6	C1	1040.498163
dsgdb9nsd_000781	C3H4N2O	6	C1	1036.343285
dsgdb9nsd_000782	C2H3N3O	6	C1	905.7162008
dsgdb9nsd_000783	C2H3N3O	6	C1	927.1425252
dsgdb9nsd_000784	C3H4N2O	6	C1	1044.587586
dsgdb9nsd_000785	C2H3N3O	6	C1	926.416936
dsgdb9nsd_000786	C2H3N3O	6	C1	909.5082093
dsgdb9nsd_000788	C3H3NO2	6	C1	955.4405367
dsgdb9nsd_000789	C2H2N2O2	6	C1	837.5797885
dsgdb9nsd_000791	C5H7NO	7	C1	1404.337992
dsgdb9nsd_000792	C5H7NO	7	C1	1400.552961
dsgdb9nsd_000793	C4H6N2O	7	C1	1310.358636
dsgdb9nsd_000794	C4H7NO2	7	C1	1373.101297
dsgdb9nsd_000799	C3H6N2O2	7	C1	1270.799358
dsgdb9nsd_000802	C5H9NO	7	C1	1553.229336
dsgdb9nsd_000803	C4H8N2O	7	C1	1411.659565
dsgdb9nsd_000804	C4H7NO2	7	C1	1357.370192
dsgdb9nsd_000805	C5H3NO	7	CS	1090.688663
dsgdb9nsd_000806	C5H7NO	7	C1	1398.588561
dsgdb9nsd_000807	C4H5NO2	7	C1	1197.757014
dsgdb9nsd_000810	C5H9NO	7	C1	1553.390568
dsgdb9nsd_000811	C4H8N2O	7	C1	1419.33855
dsgdb9nsd_000812	C4H7NO2	7	C1	1350.20409
dsgdb9nsd_000813	C4H7NO2	7	C1	1356.473663
dsgdb9nsd_000814	C5H7NO	7	C1	1430.183037
dsgdb9nsd_000815	C5H7NO	7	C1	1432.313765
dsgdb9nsd_000816	C4H6N2O	7	C1	1302.574117
dsgdb9nsd_000817	C5H9NO	7	C1	1574.364408
dsgdb9nsd_000818	C4H7NO2	7	C1	1368.608053
dsgdb9nsd_000819	C5H9NO	7	C1	1552.682925
dsgdb9nsd_000820	C4H8N2O	7	C1	1421.068788
dsgdb9nsd_000821	C4H7NO2	7	C1	1352.115509
dsgdb9nsd_000822	C5H7NO	7	C1	1399.453677
dsgdb9nsd_000823	C4H6N2O	7	C1	1263.440366
dsgdb9nsd_000824	C4H5NO2	7	C1	1194.791761
dsgdb9nsd_000826	C3HF3	6	C3V	738.7733538
dsgdb9nsd_000827	C2F3N	6	C3V	641.1120987
dsgdb9nsd_000828	C2HF3O	6	C1	711.3672027
dsgdb9nsd_000829	C2H4F3N	6	C1	924.3295256
dsgdb9nsd_000830	C2H3F3O	6	C1	853.4226715
dsgdb9nsd_000831	C3H5F3	6	CS	1055.80253
dsgdb9nsd_000832	C6H9N	7	C1	1666.585526
dsgdb9nsd_000833	C6H8O	7	C1	1591.262335
dsgdb9nsd_000834	C5H8N2	7	C1	1537.492364
dsgdb9nsd_000835	C5H7NO	7	C1	1462.237816
dsgdb9nsd_000836	C5H7NO	7	C1	1467.986519
dsgdb9nsd_000837	C5H6O2	7	C1	1391.71112
dsgdb9nsd_000838	C5H8N2	7	C1	1538.814909
dsgdb9nsd_000839	C5H7NO	7	C1	1469.47381
dsgdb9nsd_000840	C4H6N2O	7	C1	1356.618662
dsgdb9nsd_000841	C5H7NO	7	C1	1464.066404
dsgdb9nsd_000842	C4H6N2O	7	C1	1350.24757
dsgdb9nsd_000843	C4H5NO2	7	C1	1278.588307
dsgdb9nsd_000844	C5H8N2	7	C1	1548.690754
dsgdb9nsd_000845	C5H7NO	7	C1	1473.985409
dsgdb9nsd_000846	C4H6N2O	7	C1	1346.894002
dsgdb9nsd_000847	C4H6N2O	7	C1	1354.508949
dsgdb9nsd_000848	C4H5NO2	7	C1	1278.425186
dsgdb9nsd_000849	C4H7N3	7	C1	1409.740033
dsgdb9nsd_000850	C4H6N2O	7	C1	1335.204561
dsgdb9nsd_000851	C4H6N2O	7	C1	1340.252712
dsgdb9nsd_000852	C4H5NO2	7	C1	1264.708418
dsgdb9nsd_000853	C4H6N2O	7	C1	1340.359727
dsgdb9nsd_000854	C3H5N3O	7	C1	1229.42925
dsgdb9nsd_000856	C3H5N3O	7	C1	1223.242854
dsgdb9nsd_000857	C3H5N3O	7	C1	1229.068583
dsgdb9nsd_000858	C3H4N2O2	7	C1	1154.815553
dsgdb9nsd_000859	C4H5NO2	7	C1	1270.469771
dsgdb9nsd_000860	C3H4N2O2	7	C1	1161.585258
dsgdb9nsd_000861	C6H9N	7	CS	1667.833404
dsgdb9nsd_000862	C6H8O	7	C2V	1593.684164
dsgdb9nsd_000863	C5H8N2	7	C1	1540.047168
dsgdb9nsd_000864	C5H7NO	7	C1	1465.999635
dsgdb9nsd_000865	C5H7NO	7	C1	1470.429696
dsgdb9nsd_000866	C5H7NO	7	C1	1474.684204
dsgdb9nsd_000867	C4H6N2O	7	C1	1350.538195
dsgdb9nsd_000868	C4H6N2O	7	C1	1355.993091
dsgdb9nsd_000869	C4H5NO2	7	C1	1281.274876
dsgdb9nsd_000870	C4H6N2O	7	C1	1346.21921
dsgdb9nsd_000871	C4H6N2O	7	C1	1349.461922
dsgdb9nsd_000872	C4H7N3	7	C1	1411.970126
dsgdb9nsd_000873	C4H6N2O	7	C1	1338.25351
dsgdb9nsd_000875	C4H5NO2	7	C1	1268.834362
dsgdb9nsd_000876	C3H5N3O	7	C1	1222.485306
dsgdb9nsd_000877	C3H5N3O	7	C1	1227.490905
dsgdb9nsd_000878	C3H4N2O2	7	C1	1153.417356
dsgdb9nsd_000879	C4H5NO2	7	C1	1271.961411
dsgdb9nsd_000880	C3H4N2O2	7	C1	1156.538381
dsgdb9nsd_000881	C4H6N2O	7	C1	1341.119353
dsgdb9nsd_000882	C4H6N2O	7	C1	1365.18657
dsgdb9nsd_000883	C4H5NO2	7	C1	1291.289062
dsgdb9nsd_000884	C4H6N2O	7	C1	1340.327988
dsgdb9nsd_000885	C4H5NO2	7	C1	1266.14635
dsgdb9nsd_000886	C4H5NO2	7	C1	1290.276657
dsgdb9nsd_000887	C4H4O3	7	C1	1215.945358
dsgdb9nsd_000888	C3H5N3O	7	C1	1211.865661
dsgdb9nsd_000889	C3H5N3O	7	C1	1235.900907
dsgdb9nsd_000890	C3H4N2O2	7	C1	1162.29504
dsgdb9nsd_000891	C3H4N2O2	7	C1	1138.171385
dsgdb9nsd_000892	C3H4N2O2	7	C1	1161.073618
dsgdb9nsd_000893	C3H3NO3	7	C1	1087.043868
dsgdb9nsd_000894	C3H4N2O2	7	C1	1141.788983
dsgdb9nsd_000895	C3H4N2O2	7	C1	1165.114032
dsgdb9nsd_000896	C3H3NO3	7	C1	1092.245646
dsgdb9nsd_000897	C3H4N2O2	7	C1	1140.216212
dsgdb9nsd_000898	C3H3NO3	7	C1	1066.58047
dsgdb9nsd_000899	C3H2O4	7	C1	1016.043396
dsgdb9nsd_000900	C6H9N	7	C1	1659.279966
dsgdb9nsd_000901	C5H8N2	7	C1	1530.292621
dsgdb9nsd_000902	C5H7NO	7	C1	1460.90365
dsgdb9nsd_000903	C5H8N2	7	C1	1540.090423
dsgdb9nsd_000904	C4H7N3	7	C1	1413.661791
dsgdb9nsd_000905	C4H6N2O	7	C1	1346.401564
dsgdb9nsd_000906	C4H4N2O	7	CS	1198.727984
dsgdb9nsd_000908	C3H3N3O	7	CS	1073.852439
dsgdb9nsd_000909	C5H5NO	7	CS	1341.068813
dsgdb9nsd_000910	C4H4N2O	7	C1	1216.951701
dsgdb9nsd_000911	C5H4O2	7	CS	1260.635913
dsgdb9nsd_000912	C4H3NO2	7	C1	1138.424779
dsgdb9nsd_000913	C3H2N2O2	7	CS	1014.650325
dsgdb9nsd_000914	C3H4N4	7	C1	1156.556466
dsgdb9nsd_000915	C5H5NO	7	CS	1323.748785
dsgdb9nsd_000916	C4H4N2O	7	C1	1193.498289
dsgdb9nsd_000917	C4H4N2O	7	C1	1190.727213
dsgdb9nsd_000918	C4H4N2O	7	CS	1201.310995
dsgdb9nsd_000919	C3H3N3O	7	C1	1073.675394
dsgdb9nsd_000920	C5H5NO	7	CS	1350.569539
dsgdb9nsd_000921	C4H4N2O	7	CS	1221.952701
dsgdb9nsd_000922	C4H4N2O	7	CS	1216.209922
dsgdb9nsd_000923	C4H4N2O	7	CS	1225.996642
dsgdb9nsd_000924	C3H3N3O	7	C1	1100.10573
dsgdb9nsd_000925	C5H4O2	7	CS	1269.503846
dsgdb9nsd_000926	C4H3NO2	7	C1	1140.086977
dsgdb9nsd_000927	C4H3NO2	7	CS	1134.630154
dsgdb9nsd_000928	C4H3NO2	7	CS	1146.468905
dsgdb9nsd_000929	C3H2N2O2	7	C1	1019.579626
dsgdb9nsd_000930	C7H8	7	C1	1665.846037
dsgdb9nsd_000931	C6H7N	7	C1	1536.704701
dsgdb9nsd_000932	C6H7N	7	C1	1536.064177
dsgdb9nsd_000933	C5H6N2	7	CS	1405.960097
dsgdb9nsd_000934	C5H6N2	7	C1	1408.60067
dsgdb9nsd_000935	C6H7N	7	C1	1537.865161
dsgdb9nsd_000936	C5H6N2	7	C1	1411.221401
dsgdb9nsd_000938	C5H6N2	7	C1	1411.215326
dsgdb9nsd_000940	C6H7N	7	CS	1541.309121
dsgdb9nsd_000941	C5H6N2	7	C1	1410.792065
dsgdb9nsd_000942	C4H5N3	7	C1	1285.170147
dsgdb9nsd_000943	C4H5N3	7	CS	1282.783754
dsgdb9nsd_000944	C5H6N2	7	C1	1417.6258
dsgdb9nsd_000946	C4H5N3	7	C1	1285.170078
dsgdb9nsd_000947	C4H5N3	7	C1	1292.965271
dsgdb9nsd_000948	C3H4N4	7	C2V	1172.79835
dsgdb9nsd_000949	C6H6O	7	C1	1472.353157
dsgdb9nsd_000950	C5H5NO	7	CS	1344.063069
dsgdb9nsd_000951	C5H5NO	7	CS	1341.010787
dsgdb9nsd_000952	C4H4N2O	7	CS	1218.069697
dsgdb9nsd_000953	C4H4N2O	7	CS	1212.658752
dsgdb9nsd_000954	C5H5NO	7	CS	1351.503135
dsgdb9nsd_000955	C4H4N2O	7	C1	1225.239997
dsgdb9nsd_000956	C4H4N2O	7	CS	1218.06971
dsgdb9nsd_000957	C4H4N2O	7	CS	1225.623048
dsgdb9nsd_000958	C3H3N3O	7	CS	1101.816898
dsgdb9nsd_000959	C6H9N	7	C1	1666.370077
dsgdb9nsd_000960	C6H8O	7	C1	1591.065128
dsgdb9nsd_000961	C5H8N2	7	C1	1546.956926
