File_Name	Mol_Formula	Nonhydrogen_Atoms	Point_Group	[W1-F12 all-electron, nonrel. CCSD(T)/CBS (kcal/mol)]
dsgdb9nsd_000488	C5H5N	6	C1	1196.567726
dsgdb9nsd_000489	C4H4N2	6	C1	1105.166318
dsgdb9nsd_000490	C5H2O	6	C1	955.8804397
dsgdb9nsd_000491	C4HNO	6	C1	858.4912854
dsgdb9nsd_000492	C4H2O2	6	C1	921.3517922
dsgdb9nsd_000493	C4H5NO	6	C1	1121.335719
dsgdb9nsd_000494	C3H4N2O	6	C1	1028.714834
dsgdb9nsd_000495	C5H6O	6	C1	1257.773509
dsgdb9nsd_000496	C4H5NO	6	C1	1167.265405
dsgdb9nsd_000497	C4H5NO	6	C1	1143.065143
dsgdb9nsd_000498	C3H4N2O	6	C1	1051.565059
dsgdb9nsd_000499	C4H4O2	6	C1	1066.430382
dsgdb9nsd_000500	C3H3NO2	6	C1	972.9138211
dsgdb9nsd_000501	C3H5NO2	6	C1	1093.806658
dsgdb9nsd_000502	C4H6O2	6	CI	1229.642905
dsgdb9nsd_000503	C3H5NO2	6	C1	1116.431983
dsgdb9nsd_000504	C3H4O3	6	C1	1038.917128
dsgdb9nsd_000505	C6H6	6	C2	1298.638873
dsgdb9nsd_000507	C5H5N	6	C1	1197.717882
dsgdb9nsd_000508	C5H6O	6	C1	1262.315511
dsgdb9nsd_000509	C3H6N2O	6	C1	1175.670945
dsgdb9nsd_000510	C3H5NO2	6	C1	1103.84504
dsgdb9nsd_000511	C6H6	6	C1	1292.861362
dsgdb9nsd_000512	C5H5N	6	C1	1199.141067
dsgdb9nsd_000513	C5H4O	6	C1	1090.882896
dsgdb9nsd_000514	C4H3NO	6	C1	996.2541688
dsgdb9nsd_000515	C5H6O	6	C1	1259.809546
dsgdb9nsd_000516	C4H4O2	6	C1	1058.08155
dsgdb9nsd_000517	C6H10	6	C1	1593.706347
dsgdb9nsd_000518	C5H8O	6	C1	1392.831871
dsgdb9nsd_000519	C4H6O2	6	C1	1191.727231
dsgdb9nsd_000520	C4H9NO	6	C1	1419.785763
dsgdb9nsd_000521	C5H8O	6	C1	1397.28865
dsgdb9nsd_000522	C6H10	6	CS	1594.252223
dsgdb9nsd_000523	C5H8O	6	C1	1384.01129
dsgdb9nsd_000524	C4H9NO	6	C1	1423.007573
dsgdb9nsd_000525	C6H10	6	C1	1589.978306
dsgdb9nsd_000526	C5H9N	6	C1	1501.019955
dsgdb9nsd_000527	C4H8N2	6	C1	1363.634676
dsgdb9nsd_000528	C5H8O	6	C1	1382.169932
dsgdb9nsd_000529	C4H7NO	6	C1	1291.249767
dsgdb9nsd_000530	C5H8O	6	C1	1383.448684
dsgdb9nsd_000531	C4H7NO	6	C1	1293.837026
dsgdb9nsd_000532	C5H8O	6	C1	1392.363096
dsgdb9nsd_000533	C4H7NO	6	C1	1302.988907
dsgdb9nsd_000534	C5H10O	6	C1	1561.958118
dsgdb9nsd_000535	C4H9NO	6	C1	1449.630655
dsgdb9nsd_000536	C4H8O2	6	C1	1374.5008
dsgdb9nsd_000537	C4H8O2	6	C1	1356.322471
dsgdb9nsd_000538	C4H8O2	6	C1	1354.434257
dsgdb9nsd_000539	C4H8O2	6	C1	1364.582479
dsgdb9nsd_000540	C3H7NO2	6	C1	1253.693173
dsgdb9nsd_000541	C3H7NO2	6	C1	1232.738328
dsgdb9nsd_000542	C3H6O3	6	C1	1178.089554
dsgdb9nsd_000543	C6H14	6	C2H	1892.616707
dsgdb9nsd_000544	C5H12O	6	CS	1695.60634
dsgdb9nsd_000545	C5H12O	6	C1	1686.241865
dsgdb9nsd_000546	C5H12O	6	C1	1689.368908
dsgdb9nsd_000547	C4H10O2	6	C1	1494.007305
dsgdb9nsd_000548	C4H10O2	6	C1	1488.478469
dsgdb9nsd_000549	C4H10O2	6	C1	1478.824216
dsgdb9nsd_000550	C4H10O2	6	CI	1498.647568
dsgdb9nsd_000551	C6H8	6	C1	1440.420761
dsgdb9nsd_000552	C5H6O	6	C1	1236.253372
dsgdb9nsd_000553	C5H6O	6	CS	1236.498164
dsgdb9nsd_000554	C5H7N	6	C1	1351.136111
dsgdb9nsd_000555	C4H6N2	6	C1	1216.122466
dsgdb9nsd_000556	C4H5NO	6	C1	1144.899002
dsgdb9nsd_000557	C4H5NO	6	CS	1145.74693
dsgdb9nsd_000558	C5H8O	6	C1	1412.420835
dsgdb9nsd_000559	C4H6O2	6	C1	1209.4779
dsgdb9nsd_000560	C4H6O2	6	C1	1208.3433
dsgdb9nsd_000561	C4H7NO	6	C1	1293.409084
dsgdb9nsd_000562	C4H7NO	6	C1	1283.874347
dsgdb9nsd_000563	C6H12	6	C1	1743.255509
dsgdb9nsd_000564	C5H10O	6	C1	1543.781873
dsgdb9nsd_000565	C5H10O	6	C1	1540.45072
dsgdb9nsd_000566	C5H10O	6	C1	1538.957642
dsgdb9nsd_000567	C4H8O2	6	C1	1334.353125
dsgdb9nsd_000568	C5H10O	6	C1	1545.952208
dsgdb9nsd_000569	C4H8O2	6	C1	1347.544102
dsgdb9nsd_000570	C4H8O2	6	C1	1343.363044
dsgdb9nsd_000571	C6H8	6	C1	1437.500639
dsgdb9nsd_000572	C5H6O	6	C1	1236.331278
dsgdb9nsd_000573	C5H7N	6	C1	1297.87665
dsgdb9nsd_000574	C5H7N	6	C1	1348.394729
dsgdb9nsd_000575	C4H6N2	6	C1	1214.369669
dsgdb9nsd_000576	C4H5NO	6	C1	1146.120173
dsgdb9nsd_000577	C4H6N2	6	C1	1206.804408
dsgdb9nsd_000578	C4H7NO	6	C1	1275.343267
dsgdb9nsd_000579	C5H8O	6	C1	1409.891005
dsgdb9nsd_000580	C4H7NO	6	C1	1276.84582
dsgdb9nsd_000581	C4H6O2	6	C1	1208.83346
dsgdb9nsd_000582	C4H7NO	6	C1	1270.401423
dsgdb9nsd_000583	C4H7NO	6	C1	1296.017314
dsgdb9nsd_000584	C4H6O2	6	C1	1220.600223
dsgdb9nsd_000585	C6H8	6	C1	1442.296192
dsgdb9nsd_000586	C5H7N	6	C1	1309.183813
dsgdb9nsd_000587	C5H6O	6	C1	1239.062268
dsgdb9nsd_000588	C6H12	6	C1	1740.860914
dsgdb9nsd_000589	C5H10O	6	C1	1540.991859
dsgdb9nsd_000590	C5H11N	6	C1	1602.927806
dsgdb9nsd_000591	C5H10O	6	C1	1536.363907
dsgdb9nsd_000592	C5H10O	6	C1	1534.220586
dsgdb9nsd_000593	C4H9NO	6	C1	1401.277063
dsgdb9nsd_000594	C4H8O2	6	C1	1332.658447
dsgdb9nsd_000595	C5H10O	6	C1	1543.873451
dsgdb9nsd_000596	C4H8O2	6	C1	1343.725525
dsgdb9nsd_000598	C6H8	6	C1	1439.936173
dsgdb9nsd_000599	C5H7N	6	C1	1350.769501
dsgdb9nsd_000600	C5H7N	6	C1	1307.125864
dsgdb9nsd_000601	C4H6N2	6	C1	1216.619843
dsgdb9nsd_000602	C5H6O	6	C1	1238.87074
dsgdb9nsd_000603	C4H5NO	6	C1	1146.984674
dsgdb9nsd_000604	C5H7N	6	C1	1299.000827
dsgdb9nsd_000605	C4H6N2	6	C1	1208.450987
dsgdb9nsd_000606	C5H6O	6	C1	1241.990629
dsgdb9nsd_000607	C4H5NO	6	C1	1151.757944
dsgdb9nsd_000608	C5H8O	6	C1	1413.094805
dsgdb9nsd_000609	C4H7NO	6	C1	1285.836161
dsgdb9nsd_000610	C4H7NO	6	C1	1281.097761
dsgdb9nsd_000611	C4H6O2	6	C1	1210.351079
dsgdb9nsd_000612	C4H7NO	6	C1	1271.108864
dsgdb9nsd_000613	C4H6O2	6	C1	1215.177016
dsgdb9nsd_000614	C5H10O	6	C1	1543.518846
dsgdb9nsd_000615	C4H9NO	6	C1	1415.669809
dsgdb9nsd_000616	C4H8O2	6	C1	1347.217289
dsgdb9nsd_000617	C6H12	6	C1	1741.225384
dsgdb9nsd_000618	C5H10O	6	C1	1544.218205
dsgdb9nsd_000619	C5H11N	6	C1	1601.528058
dsgdb9nsd_000620	C5H10O	6	C1	1544.40979
dsgdb9nsd_000621	C5H11N	6	C1	1603.589929
dsgdb9nsd_000622	C4H9NO	6	C1	1402.623567
dsgdb9nsd_000623	C5H10O	6	C1	1534.536273
dsgdb9nsd_000624	C4H8O2	6	C1	1336.465071
dsgdb9nsd_000625	C4H8O2	6	C1	1346.719191
dsgdb9nsd_000626	C5H8O	6	C1	1420.444548
dsgdb9nsd_000627	C4H7NO	6	C1	1287.780681
dsgdb9nsd_000628	C4H6O2	6	C1	1215.585111
dsgdb9nsd_000629	C4H7NO	6	C1	1289.327561
dsgdb9nsd_000630	C4H7NO	6	C1	1309.25614
dsgdb9nsd_000631	C3H6N2O	6	C1	1176.880664
dsgdb9nsd_000632	C3H5NO2	6	C1	1106.559125
dsgdb9nsd_000633	C3H6N2O	6	C1	1176.220204
dsgdb9nsd_000634	C6H12	6	CS	1742.538535
dsgdb9nsd_000635	C5H10O	6	C1	1541.721069
dsgdb9nsd_000636	C5H11N	6	CS	1606.352382
dsgdb9nsd_000637	C5H10O	6	C1	1547.19201
dsgdb9nsd_000638	C4H9NO	6	C1	1415.544107
dsgdb9nsd_000639	C4H8O2	6	C1	1348.496505
dsgdb9nsd_000640	C6H10	6	CS	1589.661546
dsgdb9nsd_000641	C5H8O	6	CS	1388.487234
dsgdb9nsd_000642	C5H8O	6	C2V	1386.096491
dsgdb9nsd_000643	C4H7NO	6	C1	1254.699221
dsgdb9nsd_000644	C5H8O	6	CS	1392.590035
dsgdb9nsd_000645	C4H6O2	6	CS	1187.131264
dsgdb9nsd_000646	C6H8	6	C2	1449.76412
dsgdb9nsd_000647	C5H6O	6	C1	1244.920653
dsgdb9nsd_000648	C6H10	6	C2V	1607.781253
dsgdb9nsd_000649	C5H8O	6	CS	1402.726045
dsgdb9nsd_000650	C5H8O	6	CS	1405.75494
dsgdb9nsd_000651	C6H10	6	C1	1578.099439
dsgdb9nsd_000652	C5H8O	6	C1	1370.417865
dsgdb9nsd_000653	C5H8O	6	C1	1384.652517
dsgdb9nsd_000655	C5H8O	6	C1	1417.070028
dsgdb9nsd_000656	C6H10	6	C1	1622.487289
dsgdb9nsd_000657	C4H7NO	6	C1	1300.724602
dsgdb9nsd_000658	C6H12	6	D3D	1767.230049
dsgdb9nsd_000659	C5H10O	6	C1	1563.039267
dsgdb9nsd_000660	C4H8O2	6	C2H	1357.475306
dsgdb9nsd_000661	C4H8O2	6	CS	1363.07554
dsgdb9nsd_000662	C6H10	6	C2	1590.466352
dsgdb9nsd_000663	C5H8O	6	C1	1390.76754
dsgdb9nsd_000664	C4H6O2	6	C2	1188.718222
dsgdb9nsd_000665	C6H10	6	C1	1589.591754
dsgdb9nsd_000666	C5H8O	6	C1	1384.399185
dsgdb9nsd_000667	C5H8O	6	C1	1394.003274
dsgdb9nsd_000668	C4H6O2	6	C1	1188.230955
dsgdb9nsd_000669	C6H8	6	C1	1467.983318
dsgdb9nsd_000670	C4H5NO	6	C1	1147.560332
dsgdb9nsd_000671	C5H7N	6	C1	1334.984989
dsgdb9nsd_000672	C5H6O	6	C1	1267.394793
dsgdb9nsd_000673	C6H10	6	CS	1612.9864
dsgdb9nsd_000674	C5H8O	6	C1	1406.765186
dsgdb9nsd_000675	C5H8O	6	CS	1409.959172
dsgdb9nsd_000676	C4H6O2	6	CS	1202.10925
dsgdb9nsd_000677	C5H8O	6	CS	1415.653783
dsgdb9nsd_000678	C4H7NO	6	CS	1276.414464
dsgdb9nsd_000679	C4H6O2	6	CS	1208.723564
dsgdb9nsd_000680	C4H5NO	6	C1	1131.155126
dsgdb9nsd_000681	C5H6O	6	C1	1268.266221
dsgdb9nsd_000682	C4H5NO	6	C1	1138.45158
dsgdb9nsd_000683	C4H5NO	6	C1	1131.175626
dsgdb9nsd_000684	C4H4O2	6	C1	1061.578912
dsgdb9nsd_000685	C4H5NO	6	C1	1130.863648
dsgdb9nsd_000686	C4H5NO	6	C1	1146.379843
dsgdb9nsd_000687	C4H4O2	6	C1	1077.441831
dsgdb9nsd_000688	C6H10	6	C1	1590.413854
dsgdb9nsd_000689	C5H8O	6	C1	1390.289698
dsgdb9nsd_000690	C5H8O	6	C1	1387.316985
dsgdb9nsd_000691	C5H8O	6	C1	1396.066965
dsgdb9nsd_000692	C4H7NO	6	C1	1265.372806
dsgdb9nsd_000693	C4H6O2	6	C1	1196.397634
dsgdb9nsd_000695	C6H8	6	D2D	1421.12089
dsgdb9nsd_000696	C5H7N	6	CS	1282.189233
dsgdb9nsd_000697	C5H6O	6	C2V	1214.763757
dsgdb9nsd_000698	C4H6N2	6	C2	1148.108675
dsgdb9nsd_000699	C4H5NO	6	CS	1076.874443
dsgdb9nsd_000700	C4H4O2	6	D2D	1005.006715
dsgdb9nsd_000701	C6H10	6	C2	1588.271593
dsgdb9nsd_000702	C5H8O	6	C1	1388.695617
dsgdb9nsd_000703	C5H9N	6	C1	1448.551502
dsgdb9nsd_000704	C4H8N2	6	C1	1326.735203
dsgdb9nsd_000705	C4H7NO	6	C1	1256.002238
dsgdb9nsd_000706	C4H6O2	6	C2	1187.509225
dsgdb9nsd_000707	C6H8	6	C2V	1420.655197
dsgdb9nsd_000708	C5H7N	6	C1	1288.428647
dsgdb9nsd_000709	C5H6O	6	C1	1221.598321
dsgdb9nsd_000710	C5H7N	6	C1	1286.013709
dsgdb9nsd_000711	C4H6N2	6	C2V	1149.230449
dsgdb9nsd_000713	C4H4O2	6	C2V	1014.622595
dsgdb9nsd_000714	C5H7N	6	C1	1302.043809
dsgdb9nsd_000715	C6H8	6	CS	1436.853375
dsgdb9nsd_000716	C5H7N	6	CS	1309.994574
dsgdb9nsd_000717	C5H7N	6	C1	1295.221683
dsgdb9nsd_000718	C5H6O	6	C1	1229.999544
dsgdb9nsd_000719	C6H6	6	D3	1254.919734
dsgdb9nsd_000720	C5H5N	6	CS	1123.785886
dsgdb9nsd_000721	C4H4N2	6	C2V	1089.515026
dsgdb9nsd_000722	C3H3N3	6	CS	943.269557
dsgdb9nsd_000723	C2H2N4	6	C2V	807.6101545
dsgdb9nsd_000724	C2H2N4	6	C2V	814.9872628
dsgdb9nsd_000725	C2H2N4	6	C2V	794.44247
dsgdb9nsd_000726	C4H6N2	6	C1	1239.162312
dsgdb9nsd_000727	C4H5NO	6	C1	1151.823381
dsgdb9nsd_000728	C3H5N3	6	C1	1102.194853
dsgdb9nsd_000729	C3H4N2O	6	C1	1017.961756
dsgdb9nsd_000730	C4H6N2	6	C1	1237.228466
dsgdb9nsd_000731	C3H5N3	6	C1	1102.354743
dsgdb9nsd_000732	C4H5NO	6	C1	1148.247757
dsgdb9nsd_000733	C3H4N2O	6	C1	1016.190083
dsgdb9nsd_000734	C3H5N3	6	C1	1121.351482
dsgdb9nsd_000735	C3H4N2O	6	C1	1034.844215
dsgdb9nsd_000736	C4H6N2	6	C1	1239.484155
dsgdb9nsd_000737	C3H5N3	6	CS	1121.263311
dsgdb9nsd_000738	C3H5N3	6	C1	1106.335751
dsgdb9nsd_000739	C2H4N4	6	C1	972.9498653
dsgdb9nsd_000740	C4H5NO	6	C1	1150.941027
dsgdb9nsd_000741	C3H4N2O	6	C1	1033.945565
dsgdb9nsd_000742	C3H4N2O	6	C1	1006.187425
dsgdb9nsd_000743	C2H3N3O	6	C1	875.179091
dsgdb9nsd_000744	C4H6N2	6	C1	1233.523399
dsgdb9nsd_000745	C3H5N3	6	C1	1097.003467
dsgdb9nsd_000746	C3H5N3	6	C1	1114.313768
dsgdb9nsd_000747	C3H5N3	6	C1	1105.748509
dsgdb9nsd_000748	C2H4N4	6	C1	963.8591728
dsgdb9nsd_000749	C3H5N3	6	C1	1101.784562
dsgdb9nsd_000750	C2H4N4	6	C1	967.7158901
dsgdb9nsd_000751	CH3N5	6	C1	821.2423528
dsgdb9nsd_000752	C2H3N3O	6	C1	900.1095854
dsgdb9nsd_000753	CH3N5	6	C1	834.0172602
dsgdb9nsd_000754	C2H2N2O2	6	C1	824.0797249
dsgdb9nsd_000755	CHN3O2	6	C1	666.2988052
dsgdb9nsd_000756	C3H5N3	6	C1	1111.173949
dsgdb9nsd_000757	C3H4N2O	6	C1	1026.226658
dsgdb9nsd_000758	C2H4N4	6	C1	973.2916823
dsgdb9nsd_000760	C3H5N3	6	C1	1107.647886
dsgdb9nsd_000761	C2H4N4	6	C1	975.3754656
dsgdb9nsd_000762	C3H4N2O	6	C1	1018.301797
dsgdb9nsd_000763	C2H3N3O	6	C1	887.8327824
dsgdb9nsd_000764	C2H4N4	6	C1	996.4319548
dsgdb9nsd_000765	C2H3N3O	6	C1	912.6169667
dsgdb9nsd_000767	C2H4N4	6	C1	997.3510491
dsgdb9nsd_000768	C2H4N4	6	C1	979.8590273
dsgdb9nsd_000769	CH3N5	6	C1	848.2648509
dsgdb9nsd_000770	C3H4N2O	6	C1	1025.561498
dsgdb9nsd_000771	C2H3N3O	6	C1	910.0999947
dsgdb9nsd_000772	C2H3N3O	6	C1	879.9223977
dsgdb9nsd_000773	CH2N4O	6	C1	750.0095514
dsgdb9nsd_000774	C2H3N3O	6	C1	934.4135531
dsgdb9nsd_000775	C2H2N2O2	6	CS	848.3125479
dsgdb9nsd_000776	CH2N4O	6	CS	784.4886696
dsgdb9nsd_000777	CHN3O2	6	C1	700.068047
dsgdb9nsd_000778	C2HNO3	6	CS	772.3816394
dsgdb9nsd_000780	C3H4N2O	6	C1	1041.747942
dsgdb9nsd_000781	C3H4N2O	6	C1	1037.595844
dsgdb9nsd_000782	C2H3N3O	6	C1	906.935458
dsgdb9nsd_000783	C2H3N3O	6	C1	928.4107847
dsgdb9nsd_000784	C3H4N2O	6	C1	1045.842536
dsgdb9nsd_000785	C2H3N3O	6	C1	927.6817818
dsgdb9nsd_000786	C2H3N3O	6	C1	910.7595762
dsgdb9nsd_000788	C3H3NO2	6	C1	956.5643121
dsgdb9nsd_000789	C2H2N2O2	6	C1	838.7053461
dsgdb9nsd_000791	C5H7NO	7	C1	1405.55418
dsgdb9nsd_000792	C5H7NO	7	C1	1401.759442
dsgdb9nsd_000793	C4H6N2O	7	C1	1311.514289
dsgdb9nsd_000794	C4H7NO2	7	C1	1374.35966
dsgdb9nsd_000799	C3H6N2O2	7	C1	1272.196338
dsgdb9nsd_000802	C5H9NO	7	C1	1554.522639
dsgdb9nsd_000803	C4H8N2O	7	C1	1413.018682
dsgdb9nsd_000804	C4H7NO2	7	C1	1358.7334
dsgdb9nsd_000805	C5H3NO	7	CS	1091.793682
dsgdb9nsd_000806	C5H7NO	7	C1	1399.796385
dsgdb9nsd_000807	C4H5NO2	7	C1	1199.042611
dsgdb9nsd_000810	C5H9NO	7	C1	1554.685854
dsgdb9nsd_000811	C4H8N2O	7	C1	1420.68858
dsgdb9nsd_000812	C4H7NO2	7	C1	1351.530815
dsgdb9nsd_000813	C4H7NO2	7	C1	1357.842123
dsgdb9nsd_000814	C5H7NO	7	C1	1431.432817
dsgdb9nsd_000815	C5H7NO	7	C1	1433.56611
dsgdb9nsd_000816	C4H6N2O	7	C1	1303.929312
dsgdb9nsd_000817	C5H9NO	7	C1	1575.66937
dsgdb9nsd_000818	C4H7NO2	7	C1	1369.971141
dsgdb9nsd_000819	C5H9NO	7	C1	1554.000099
dsgdb9nsd_000820	C4H8N2O	7	C1	1422.409117
dsgdb9nsd_000821	C4H7NO2	7	C1	1353.406704
dsgdb9nsd_000822	C5H7NO	7	C1	1400.746887
dsgdb9nsd_000823	C4H6N2O	7	C1	1264.733073
dsgdb9nsd_000824	C4H5NO2	7	C1	1196.05042
dsgdb9nsd_000826	C3HF3	6	C3V	739.7116374
dsgdb9nsd_000827	C2F3N	6	C3V	641.9815194
dsgdb9nsd_000828	C2HF3O	6	C1	712.3569483
dsgdb9nsd_000829	C2H4F3N	6	C1	925.4707269
dsgdb9nsd_000830	C2H3F3O	6	C1	854.5601956
dsgdb9nsd_000831	C3H5F3	6	CS	1056.864904
dsgdb9nsd_000832	C6H9N	7	C1	1667.94089
dsgdb9nsd_000833	C6H8O	7	C1	1592.569036
dsgdb9nsd_000834	C5H8N2	7	C1	1538.944458
dsgdb9nsd_000835	C5H7NO	7	C1	1463.644561
dsgdb9nsd_000836	C5H7NO	7	C1	1469.437402
dsgdb9nsd_000837	C5H6O2	7	C1	1393.114068
dsgdb9nsd_000838	C5H8N2	7	C1	1540.258325
dsgdb9nsd_000839	C5H7NO	7	C1	1470.927097
dsgdb9nsd_000840	C4H6N2O	7	C1	1358.095687
dsgdb9nsd_000841	C5H7NO	7	C1	1465.478733
dsgdb9nsd_000842	C4H6N2O	7	C1	1351.681975
dsgdb9nsd_000843	C4H5NO2	7	C1	1280.002431
dsgdb9nsd_000844	C5H8N2	7	C1	1550.060513
dsgdb9nsd_000845	C5H7NO	7	C1	1475.298818
dsgdb9nsd_000846	C4H6N2O	7	C1	1348.316679
dsgdb9nsd_000847	C4H6N2O	7	C1	1355.981288
dsgdb9nsd_000848	C4H5NO2	7	C1	1279.842215
dsgdb9nsd_000849	C4H7N3	7	C1	1411.27974
dsgdb9nsd_000850	C4H6N2O	7	C1	1336.717411
dsgdb9nsd_000851	C4H6N2O	7	C1	1341.788742
dsgdb9nsd_000852	C4H5NO2	7	C1	1266.217936
dsgdb9nsd_000853	C4H6N2O	7	C1	1341.908979
dsgdb9nsd_000854	C3H5N3O	7	C1	1231.011271
dsgdb9nsd_000856	C3H5N3O	7	C1	1224.786634
dsgdb9nsd_000857	C3H5N3O	7	C1	1230.644667
dsgdb9nsd_000858	C3H4N2O2	7	C1	1156.354828
dsgdb9nsd_000859	C4H5NO2	7	C1	1272.018214
dsgdb9nsd_000860	C3H4N2O2	7	C1	1163.164178
dsgdb9nsd_000861	C6H9N	7	CS	1669.186672
dsgdb9nsd_000862	C6H8O	7	C2V	1594.988173
dsgdb9nsd_000863	C5H8N2	7	C1	1541.487328
dsgdb9nsd_000864	C5H7NO	7	C1	1467.407717
dsgdb9nsd_000865	C5H7NO	7	C1	1471.881395
dsgdb9nsd_000866	C5H7NO	7	C1	1475.997493
dsgdb9nsd_000867	C4H6N2O	7	C1	1351.97078
dsgdb9nsd_000868	C4H6N2O	7	C1	1357.470838
dsgdb9nsd_000869	C4H5NO2	7	C1	1282.693957
dsgdb9nsd_000870	C4H6N2O	7	C1	1347.639101
dsgdb9nsd_000871	C4H6N2O	7	C1	1350.932214
dsgdb9nsd_000872	C4H7N3	7	C1	1413.499147
dsgdb9nsd_000873	C4H6N2O	7	C1	1339.746952
dsgdb9nsd_000875	C4H5NO2	7	C1	1270.321214
dsgdb9nsd_000876	C3H5N3O	7	C1	1224.006658
dsgdb9nsd_000877	C3H5N3O	7	C1	1229.059265
dsgdb9nsd_000878	C3H4N2O2	7	C1	1154.923435
dsgdb9nsd_000879	C4H5NO2	7	C1	1273.512188
dsgdb9nsd_000880	C3H4N2O2	7	C1	1158.116071
dsgdb9nsd_000881	C4H6N2O	7	C1	1342.567488
dsgdb9nsd_000882	C4H6N2O	7	C1	1366.682659
dsgdb9nsd_000883	C4H5NO2	7	C1	1292.722256
dsgdb9nsd_000884	C4H6N2O	7	C1	1341.777208
dsgdb9nsd_000885	C4H5NO2	7	C1	1267.531652
dsgdb9nsd_000886	C4H5NO2	7	C1	1291.710911
dsgdb9nsd_000887	C4H4O3	7	C1	1217.311195
dsgdb9nsd_000888	C3H5N3O	7	C1	1213.410684
dsgdb9nsd_000889	C3H5N3O	7	C1	1237.488775
dsgdb9nsd_000890	C3H4N2O2	7	C1	1163.833028
dsgdb9nsd_000891	C3H4N2O2	7	C1	1139.641884
dsgdb9nsd_000892	C3H4N2O2	7	C1	1162.602451
dsgdb9nsd_000893	C3H3NO3	7	C1	1088.519074
dsgdb9nsd_000894	C3H4N2O2	7	C1	1143.330034
dsgdb9nsd_000895	C3H4N2O2	7	C1	1166.70795
dsgdb9nsd_000896	C3H3NO3	7	C1	1093.777428
dsgdb9nsd_000897	C3H4N2O2	7	C1	1141.763142
dsgdb9nsd_000898	C3H3NO3	7	C1	1068.068151
dsgdb9nsd_000899	C3H2O4	7	C1	1017.509001
dsgdb9nsd_000900	C6H9N	7	C1	1660.634602
dsgdb9nsd_000901	C5H8N2	7	C1	1531.744722
dsgdb9nsd_000902	C5H7NO	7	C1	1462.353184
dsgdb9nsd_000903	C5H8N2	7	C1	1541.460684
dsgdb9nsd_000904	C4H7N3	7	C1	1415.136614
dsgdb9nsd_000905	C4H6N2O	7	C1	1347.872986
dsgdb9nsd_000906	C4H4N2O	7	CS	1200.013757
dsgdb9nsd_000908	C3H3N3O	7	CS	1075.145259
dsgdb9nsd_000909	C5H5NO	7	CS	1342.385271
dsgdb9nsd_000910	C4H4N2O	7	C1	1218.28194
dsgdb9nsd_000911	C5H4O2	7	CS	1261.905948
dsgdb9nsd_000912	C4H3NO2	7	C1	1139.698473
dsgdb9nsd_000913	C3H2N2O2	7	CS	1015.927476
dsgdb9nsd_000914	C3H4N4	7	C1	1157.915902
dsgdb9nsd_000915	C5H5NO	7	CS	1325.020935
dsgdb9nsd_000916	C4H4N2O	7	C1	1194.78265
dsgdb9nsd_000917	C4H4N2O	7	C1	1192.019305
dsgdb9nsd_000918	C4H4N2O	7	CS	1202.593104
dsgdb9nsd_000919	C3H3N3O	7	C1	1074.965999
dsgdb9nsd_000920	C5H5NO	7	CS	1351.877846
dsgdb9nsd_000921	C4H4N2O	7	CS	1223.281734
dsgdb9nsd_000922	C4H4N2O	7	CS	1217.540807
dsgdb9nsd_000923	C4H4N2O	7	CS	1227.321371
dsgdb9nsd_000924	C3H3N3O	7	C1	1101.44518
dsgdb9nsd_000925	C5H4O2	7	CS	1270.758526
dsgdb9nsd_000926	C4H3NO2	7	C1	1141.353429
dsgdb9nsd_000927	C4H3NO2	7	CS	1135.903534
dsgdb9nsd_000928	C4H3NO2	7	CS	1147.731323
dsgdb9nsd_000929	C3H2N2O2	7	C1	1020.849554
dsgdb9nsd_000930	C7H8	7	C1	1667.031271
dsgdb9nsd_000931	C6H7N	7	C1	1537.914797
dsgdb9nsd_000932	C6H7N	7	C1	1537.276714
dsgdb9nsd_000933	C5H6N2	7	CS	1407.193505
dsgdb9nsd_000934	C5H6N2	7	C1	1409.833864
dsgdb9nsd_000935	C6H7N	7	C1	1539.076386
dsgdb9nsd_000936	C5H6N2	7	C1	1412.452223
dsgdb9nsd_000938	C5H6N2	7	C1	1412.444555
dsgdb9nsd_000940	C6H7N	7	CS	1542.596834
dsgdb9nsd_000941	C5H6N2	7	C1	1412.111874
dsgdb9nsd_000942	C4H5N3	7	C1	1286.522707
dsgdb9nsd_000943	C4H5N3	7	CS	1284.128927
dsgdb9nsd_000944	C5H6N2	7	C1	1418.949651
dsgdb9nsd_000946	C4H5N3	7	C1	1286.522644
dsgdb9nsd_000947	C4H5N3	7	C1	1294.316381
dsgdb9nsd_000948	C3H4N4	7	C2V	1174.175433
dsgdb9nsd_000949	C6H6O	7	C1	1473.621654
dsgdb9nsd_000950	C5H5NO	7	CS	1345.355506
dsgdb9nsd_000951	C5H5NO	7	CS	1342.308841
dsgdb9nsd_000952	C4H4N2O	7	CS	1219.393874
dsgdb9nsd_000953	C4H4N2O	7	CS	1213.978699
dsgdb9nsd_000954	C5H5NO	7	CS	1352.802939
dsgdb9nsd_000955	C4H4N2O	7	C1	1226.561827
dsgdb9nsd_000956	C4H4N2O	7	CS	1219.393886
dsgdb9nsd_000957	C4H4N2O	7	CS	1226.939776
dsgdb9nsd_000958	C3H3N3O	7	CS	1103.149019
dsgdb9nsd_000959	C6H9N	7	C1	1667.726802
dsgdb9nsd_000960	C6H8O	7	C1	1592.372726
dsgdb9nsd_000961	C5H8N2	7	C1	1548.328907
